GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US04459,04459,ZCTA5 04459,379,42,31118,4157,98.4,1.5,31250,4144,0.0,5.8,-,**,0.5,0.7,-,**,0.0,5.8,-,**,0.0,5.8,-,**,1.1,1.4,-,**,0.0,5.8,-,**,1.3,1.5,-,**,98.2,1.6,31184,4136,2.1,2.9,-,**,17.9,6.5,29583,4361,54.1,7.5,38250,6739,25.9,5.3,25208,4311,255,38,42543,16146,29.0,8.9,30938,9996,71.0,8.9,43813,9871,82.0,6.6,43922,4486,12.9,5.8,26250,1071,5.1,3.3,40417,34292,124,26,17321,8192,65.3,11.7,15982,3482,54.8,12.5,15357,2507,10.5,6.6,34250,2154,34.7,11.7,24375,5269,29.8,12.3,23750,14099,4.8,4.0,-,**,29.8,(X),(X),(X),25.5,(X),(X),(X),38.7,(X),(X),(X)
8600000US04460,04460,ZCTA5 04460,542,54,45000,10836,96.1,3.8,41736,10508,0.0,4.1,-,**,3.9,3.8,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,96.1,3.8,41736,10508,3.1,3.4,-,**,23.6,5.9,54500,12465,38.9,6.4,50551,2494,34.3,6.1,34583,14538,368,53,51905,2264,40.8,8.0,53500,10034,59.2,8.0,51196,2326,82.1,7.0,53269,4301,4.9,3.2,30417,17543,13.0,7.2,51111,58203,174,41,21719,3725,35.6,11.0,14375,2704,30.5,11.2,13672,1731,5.2,4.1,45938,26094,64.4,11.0,24464,3590,48.9,11.6,21806,4116,15.5,10.6,55417,7522,22.1,(X),(X),(X),22.3,(X),(X),(X),21.8,(X),(X),(X)
8600000US04461,04461,ZCTA5 04461,1270,106,50971,2705,99.1,1.6,51095,2436,0.9,1.6,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,99.1,1.6,51095,2436,6.3,4.5,31944,35301,28.5,7.1,59125,13359,45.6,9.2,53267,10178,19.6,5.9,34688,20163,930,86,52314,3632,33.9,8.0,60243,6934,66.1,8.0,51194,1534,85.5,7.5,54757,6809,9.6,6.2,37782,10852,4.9,3.4,26607,87577,340,124,30925,4910,39.7,17.4,35565,7169,36.2,15.8,35923,5052,3.5,5.6,-,**,60.3,17.4,29583,14173,40.9,17.1,29028,12513,19.4,15.8,30278,66649,23.3,(X),(X),(X),21.5,(X),(X),(X),15.3,(X),(X),(X)
8600000US04462,04462,ZCTA5 04462,2106,145,33562,4262,94.4,3.6,33396,3840,0.0,1.1,-,**,0.0,1.1,-,**,0.3,0.5,-,**,0.0,1.1,-,**,2.5,2.5,-,**,2.8,2.6,-,**,2.8,2.6,-,**,94.1,3.7,33473,3977,3.8,4.0,16923,51990,20.6,5.5,34545,40838,38.7,5.4,48393,11173,36.9,5.5,23750,6071,1389,137,36596,10376,32.9,9.2,29119,7842,67.1,9.2,47675,9023,77.5,8.9,48821,11359,13.7,6.9,23385,2151,8.8,6.1,36744,5643,717,175,23412,6576,49.0,13.3,28958,7934,29.6,9.5,19808,4247,19.4,11.8,51458,41371,51.0,13.3,21371,3191,46.9,13.0,20766,2571,4.2,4.7,56087,11870,19.4,(X),(X),(X),14.0,(X),(X),(X),27.6,(X),(X),(X)
8600000US04463,04463,ZCTA5 04463,1299,93,29384,2629,96.8,1.5,29688,2689,0.0,1.7,-,**,0.1,0.3,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,3.1,1.6,9773,23804,0.8,0.8,-,**,96.0,1.8,29473,2680,2.0,1.4,33750,50451,24.6,4.9,26509,5509,44.3,4.9,35511,11018,29.2,3.8,24671,5381,767,89,36722,8924,38.5,7.1,31477,5519,61.5,7.1,46964,10320,66.5,8.5,46146,4993,25.9,7.7,24250,11793,7.6,3.9,35357,15301,532,91,17619,6038,46.8,10.4,16685,5827,42.3,10.8,16467,4846,4.5,3.0,26667,18296,53.2,10.4,18828,9185,41.5,11.0,14269,4309,11.7,6.3,63625,24404,31.6,(X),(X),(X),31.2,(X),(X),(X),31.0,(X),(X),(X)
8600000US04464,04464,ZCTA5 04464,297,39,29107,2602,97.6,2.8,28690,2552,0.0,7.3,-,**,0.0,7.3,-,**,0.0,7.3,-,**,0.0,7.3,-,**,0.0,7.3,-,**,2.4,2.8,-,**,0.7,1.3,-,**,97.0,3.2,28571,2638,0.3,0.7,-,**,15.2,5.5,62750,63540,57.2,8.4,29833,7164,27.3,6.6,23958,5246,201,29,40250,14663,23.4,7.9,44792,28604,76.6,7.9,33750,9689,88.1,6.2,42625,9655,2.5,2.6,-,**,9.5,5.9,28281,7949,96,31,17727,2293,53.1,14.1,18068,2511,45.8,15.1,17143,2604,7.3,6.3,-,**,46.9,14.1,17083,15391,42.7,14.2,16528,7785,4.2,5.6,-,**,23.2,(X),(X),(X),26.9,(X),(X),(X),15.6,(X),(X),(X)
8600000US04468,04468,ZCTA5 04468,4008,176,33515,6022,88.3,2.4,33815,7574,0.7,1.2,-,**,7.4,1.5,33875,5435,1.7,1.1,25978,2339,0.0,0.6,-,**,0.1,0.1,-,**,1.6,0.9,21000,7138,0.5,0.5,6786,8959,87.9,2.7,34123,7754,8.5,2.6,25086,5108,36.0,3.8,42306,5872,35.5,3.6,48385,12224,20.1,2.7,23611,3568,2249,191,48434,5354,42.9,4.4,35375,17317,57.1,4.4,54942,15779,74.2,4.9,64125,7106,20.8,4.6,18571,1506,5.0,2.3,42212,8370,1759,213,23979,2234,53.5,7.9,25088,2837,35.6,7.0,17328,7140,17.9,7.0,36406,9587,46.5,7.9,22906,2552,30.0,7.6,21667,3481,16.5,5.8,25064,4278,21.2,(X),(X),(X),15.6,(X),(X),(X),26.9,(X),(X),(X)
8600000US04469,04469,ZCTA5 04469,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US04471,04471,ZCTA5 04471,287,61,33063,6545,96.2,6.0,33000,5969,0.0,7.5,-,**,0.0,7.5,-,**,3.5,5.8,-,**,0.0,7.5,-,**,0.0,7.5,-,**,0.3,0.7,-,**,0.0,7.5,-,**,96.2,6.0,33000,5969,4.5,4.4,24750,19063,17.8,6.8,39250,11085,42.5,9.3,36071,11509,35.2,11.4,25846,2482,168,33,37885,4477,23.2,9.3,39432,7895,76.8,9.3,35179,6445,83.9,7.9,39375,6618,9.5,7.0,33750,20579,6.5,4.3,23125,39157,119,50,24375,6825,24.4,13.0,7813,12981,19.3,11.9,6806,2566,5.0,6.4,21875,18955,75.6,13.0,25726,3812,65.5,16.1,25565,4916,10.1,9.5,53750,65670,23.3,(X),(X),(X),27.4,(X),(X),(X),17.6,(X),(X),(X)
8600000US04472,04472,ZCTA5 04472,882,87,52206,5710,99.7,0.6,52316,5778,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.3,0.6,-,**,1.1,1.5,-,**,98.5,1.6,52847,5808,0.0,2.5,-,**,27.6,6.0,43472,12496,46.0,6.2,72500,15486,26.4,6.0,44297,5893,567,73,57462,8540,29.1,6.5,57232,30351,70.9,6.5,57727,9678,83.8,8.0,69083,11744,5.3,3.9,5417,21037,10.9,6.8,30882,9129,315,78,41051,3542,45.7,12.8,40938,39474,29.5,12.1,41719,17348,16.2,11.6,37109,120922,54.3,12.8,41076,4925,40.0,13.3,36042,18056,14.3,10.3,52917,44180,25.1,(X),(X),(X),26.6,(X),(X),(X),21.6,(X),(X),(X)
8600000US04473,04473,ZCTA5 04473,2955,230,43832,6660,95.7,1.8,43777,6604,0.0,0.8,-,**,0.2,0.4,-,**,1.2,0.9,61875,170545,0.0,0.8,-,**,0.0,0.8,-,**,2.8,1.6,47500,48520,0.4,0.5,-,**,95.3,1.9,43424,6804,20.0,4.4,18788,7627,23.7,3.5,47083,8920,30.9,4.2,81310,11645,25.4,3.3,41204,10754,1257,165,80104,16377,35.2,6.6,115231,40548,64.8,6.6,66563,18758,80.9,6.5,91563,21368,16.5,6.4,26964,15327,2.6,2.4,11719,33242,1698,206,26798,5050,55.2,8.3,20303,10057,34.2,7.4,14608,10857,21.0,5.8,33897,25097,44.8,8.3,30250,4012,26.8,7.1,30669,14205,18.0,6.7,29594,13532,27.0,(X),(X),(X),15.7,(X),(X),(X),33.9,(X),(X),(X)
8600000US04474,04474,ZCTA5 04474,1591,93,59063,7757,98.0,2.0,59233,7894,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,2.0,2.0,-,**,0.6,0.9,-,**,97.4,2.1,59489,7954,0.4,0.6,-,**,24.1,4.0,73906,14111,55.8,4.4,62989,7929,19.7,3.4,41848,9289,1131,85,69750,9057,38.6,5.7,68050,12281,61.4,5.7,71417,19663,88.2,5.4,78750,13954,10.3,5.2,24559,28485,1.5,1.6,-,**,460,122,40735,12683,49.1,14.1,25682,24239,38.9,13.2,14712,15413,10.2,8.4,58826,818,50.9,14.1,42829,4376,32.8,14.6,34542,11677,18.0,9.8,73203,34927,16.0,(X),(X),(X),16.4,(X),(X),(X),15.0,(X),(X),(X)
8600000US04475,04475,ZCTA5 04475,205,37,28194,8080,92.7,5.9,26875,6888,0.0,10.4,-,**,2.4,2.8,-,**,0.0,10.4,-,**,0.0,10.4,-,**,0.0,10.4,-,**,4.9,5.2,-,**,1.5,2.6,-,**,91.2,6.5,27250,7202,2.0,1.9,-,**,24.9,8.8,25417,16165,45.9,9.7,41875,16007,27.3,7.7,24167,6393,131,36,43125,20019,45.0,15.7,27083,44679,55.0,15.7,48750,20945,77.9,13.4,52500,13312,15.3,11.5,23182,12110,6.9,8.3,-,**,74,26,20227,12172,47.3,14.8,11719,6406,47.3,14.8,11719,6406,0.0,25.8,-,**,52.7,14.8,29688,8854,41.9,15.2,31875,29792,10.8,7.4,28750,1180,25.9,(X),(X),(X),31.3,(X),(X),(X),16.2,(X),(X),(X)
8600000US04476,04476,ZCTA5 04476,533,57,41250,7421,100.0,4.1,41250,7421,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,0.0,4.1,-,**,100.0,4.1,41250,7421,2.3,3.4,-,**,16.3,5.9,26417,6777,48.6,6.0,51016,4880,32.8,5.8,29107,2486,332,52,52656,9217,29.2,8.5,42083,22274,70.8,8.5,54327,6545,86.7,7.1,55000,6079,11.1,7.3,9306,7076,2.1,2.1,-,**,201,44,22708,10188,61.2,9.2,21518,6012,59.2,9.9,21161,5880,2.0,3.9,-,**,38.8,9.2,31071,13391,35.8,8.9,31071,13086,3.0,3.2,-,**,25.3,(X),(X),(X),28.9,(X),(X),(X),19.4,(X),(X),(X)
8600000US04478,04478,ZCTA5 04478,147,49,35521,17623,96.6,4.6,35694,12949,0.0,14.2,-,**,3.4,4.6,-,**,0.0,14.2,-,**,0.0,14.2,-,**,0.0,14.2,-,**,0.0,14.2,-,**,0.0,14.2,-,**,96.6,4.6,35694,12949,0.0,14.2,-,**,16.3,13.3,35962,34462,32.7,18.8,38750,43495,51.0,18.0,22125,7951,105,44,36394,17363,16.2,16.6,-,**,83.8,16.6,36154,33574,85.7,14.7,37115,40830,9.5,13.2,-,**,4.8,6.3,-,**,42,25,18056,7160,54.8,41.0,20625,2097,45.2,41.2,-,**,9.5,11.3,-,**,45.2,41.0,-,**,45.2,41.0,-,**,0.0,38.1,-,**,27.2,(X),(X),(X),18.1,(X),(X),(X),50.0,(X),(X),(X)
8600000US04479,04479,ZCTA5 04479,620,59,28824,6931,100.0,3.6,28824,6931,0.0,3.6,-,**,0.0,3.6,-,**,0.0,3.6,-,**,0.0,3.6,-,**,0.0,3.6,-,**,0.0,3.6,-,**,0.6,0.8,-,**,99.4,0.8,29118,7323,2.3,3.0,-,**,20.5,6.0,61042,27208,42.9,6.8,43333,22104,34.4,5.9,24141,3575,439,53,48750,8155,31.4,8.0,26944,59029,68.6,8.0,49625,5130,74.7,8.6,52115,9791,19.4,7.6,15089,2681,5.9,4.4,33750,26782,181,39,16722,984,61.3,11.7,16318,937,51.9,12.8,16058,1444,9.4,9.3,16932,12837,38.7,11.7,18333,5790,32.0,10.8,17292,5006,6.6,5.6,24167,55591,27.6,(X),(X),(X),31.4,(X),(X),(X),18.2,(X),(X),(X)
8600000US04481,04481,ZCTA5 04481,236,37,38750,8862,97.5,3.5,38571,8125,0.0,9.1,-,**,2.5,3.5,78750,89801,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,4.7,4.3,36964,35552,93.6,5.4,39018,9511,0.0,9.1,-,**,18.6,8.2,56250,17609,47.9,9.7,38021,9106,33.5,9.1,36161,5807,164,33,48438,11141,31.1,11.8,51250,30057,68.9,11.8,46964,14807,82.3,10.2,56875,23464,14.0,9.7,28977,3549,3.7,3.8,-,**,72,24,24167,10632,43.1,17.5,30625,11188,33.3,15.9,26250,10417,9.7,12.3,-,**,56.9,17.5,20417,8957,38.9,14.5,16250,4254,18.1,14.0,31875,9774,27.5,(X),(X),(X),26.2,(X),(X),(X),30.6,(X),(X),(X)
8600000US04485,04485,ZCTA5 04485,113,28,42361,14972,100.0,18.0,42361,14972,0.0,18.0,-,**,0.0,18.0,-,**,0.0,18.0,-,**,0.0,18.0,-,**,0.0,18.0,-,**,0.0,18.0,-,**,0.0,18.0,-,**,100.0,18.0,42361,14972,0.0,18.0,-,**,27.4,12.3,53281,20274,50.4,13.1,60417,32147,22.1,11.0,29375,26530,86,27,50000,12313,24.4,11.7,53125,40271,75.6,11.7,47250,14364,81.4,9.8,56250,16753,5.8,8.0,-,**,12.8,9.1,5938,4387,27,14,25536,6421,55.6,30.0,22250,7355,55.6,30.0,22250,7355,0.0,47.5,-,**,44.4,30.0,41000,17326,44.4,30.0,41000,17326,0.0,47.5,-,**,38.9,(X),(X),(X),39.5,(X),(X),(X),37.0,(X),(X),(X)
8600000US04487,04487,ZCTA5 04487,369,50,31146,4369,97.6,2.7,31042,4296,0.0,5.9,-,**,1.9,2.3,-,**,0.0,5.9,-,**,0.0,5.9,-,**,0.0,5.9,-,**,0.5,0.9,-,**,0.0,5.9,-,**,97.6,2.7,31042,4296,0.0,5.9,-,**,23.3,6.4,40313,15876,46.1,7.0,33500,6457,30.6,4.8,28295,2961,267,41,31771,5225,32.6,7.4,41250,7928,67.4,7.4,30000,3087,74.9,7.8,36875,7804,18.7,6.6,19375,2469,6.4,4.5,40208,45031,102,25,27955,8536,30.4,9.1,21250,8014,22.5,7.6,19688,4712,7.8,5.0,36250,31694,69.6,9.1,28875,7548,47.1,10.8,28250,10008,22.5,11.3,37083,48571,29.8,(X),(X),(X),28.5,(X),(X),(X),29.4,(X),(X),(X)
8600000US04488,04488,ZCTA5 04488,487,46,52964,7840,97.1,3.5,52750,8691,0.0,4.5,-,**,2.1,3.3,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.8,1.3,-,**,0.0,4.5,-,**,97.1,3.5,52750,8691,1.0,1.7,-,**,30.8,6.3,75833,12239,46.2,6.3,37708,14048,22.0,5.0,32917,10318,339,45,58625,12463,42.5,8.2,66875,18214,57.5,8.2,54323,10529,87.0,5.4,67721,14720,8.8,5.0,31250,6244,4.1,2.9,37188,47188,148,32,18542,7246,41.9,13.7,18056,4687,29.1,13.7,17917,3471,12.8,12.2,35625,59058,58.1,13.7,22500,12995,51.4,14.4,17045,13164,6.8,5.5,61250,148887,22.8,(X),(X),(X),26.3,(X),(X),(X),10.1,(X),(X),(X)
8600000US04489,04489,ZCTA5 04489,134,61,78913,15401,100.0,15.4,78913,15401,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,100.0,15.4,78913,15401,0.0,15.4,-,**,51.5,36.0,75893,32781,41.0,36.3,79837,27230,7.5,11.9,-,**,134,61,78913,15401,35.8,32.7,57059,60043,64.2,32.7,79239,21540,84.3,23.4,87560,21957,15.7,23.4,-,**,0.0,15.4,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US04490,04490,ZCTA5 04490,100,18,40250,3119,100.0,20.0,40250,3119,0.0,20.0,-,**,0.0,20.0,-,**,0.0,20.0,-,**,0.0,20.0,-,**,0.0,20.0,-,**,0.0,20.0,-,**,0.0,20.0,-,**,100.0,20.0,40250,3119,0.0,20.0,-,**,26.0,10.8,41500,9952,45.0,11.4,43125,10436,29.0,9.0,20938,11358,71,16,42250,6816,29.6,13.8,25625,26017,70.4,13.8,56250,13315,77.5,13.8,53750,12463,12.7,10.0,9750,20302,9.9,11.7,-,**,29,13,21875,3792,55.2,26.2,26250,12973,27.6,26.3,17500,9507,27.6,21.3,31250,16494,44.8,26.2,20625,21461,44.8,26.2,20625,21461,0.0,45.8,-,**,22.0,(X),(X),(X),23.9,(X),(X),(X),17.2,(X),(X),(X)
8600000US04491,04491,ZCTA5 04491,49,13,27250,5225,100.0,34.8,27250,5225,0.0,34.8,-,**,0.0,34.8,-,**,0.0,34.8,-,**,0.0,34.8,-,**,0.0,34.8,-,**,0.0,34.8,-,**,0.0,34.8,-,**,100.0,34.8,27250,5225,0.0,34.8,-,**,14.3,9.4,76875,63490,46.9,14.9,31250,12397,38.8,16.6,16250,10397,29,11,41875,22458,34.5,21.7,113333,44269,65.5,21.7,31250,8354,93.1,8.5,46250,33100,6.9,8.5,-,**,0.0,45.8,-,**,20,7,12500,13798,40.0,32.6,25000,12269,25.0,38.1,16250,11027,15.0,18.6,-,**,60.0,32.6,10000,6250,60.0,32.6,10000,6250,0.0,55.2,-,**,34.7,(X),(X),(X),44.8,(X),(X),(X),10.0,(X),(X),(X)
8600000US04492,04492,ZCTA5 04492,86,22,32000,8560,100.0,22.7,32000,8560,0.0,22.7,-,**,0.0,22.7,-,**,0.0,22.7,-,**,0.0,22.7,-,**,0.0,22.7,-,**,0.0,22.7,-,**,0.0,22.7,-,**,100.0,22.7,32000,8560,0.0,22.7,-,**,24.4,12.3,26875,22775,45.3,12.5,53125,38254,30.2,11.8,25000,11488,50,14,32500,14087,30.0,15.4,28250,8672,70.0,15.4,36875,21695,64.0,18.4,53125,10135,16.0,15.6,-,**,20.0,15.3,28000,10378,36,17,30313,19426,58.3,22.9,30469,20418,50.0,24.3,30625,21786,8.3,10.3,-,**,41.7,22.9,19750,86722,41.7,22.9,19750,86722,0.0,41.1,-,**,10.5,(X),(X),(X),18.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US04493,04493,ZCTA5 04493,821,73,43029,5595,94.5,4.6,41731,5603,0.0,2.7,-,**,2.6,3.5,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,2.9,2.6,62857,12609,2.7,4.1,-,**,91.8,6.1,42788,5535,1.5,1.5,23750,25527,30.7,6.3,53553,8021,34.8,6.7,49643,7479,33.0,5.5,29879,5439,580,62,48529,5845,34.1,6.8,45000,16624,65.9,6.8,49412,4844,82.2,7.8,52458,3974,9.7,5.6,30667,3280,8.1,5.2,39821,22690,241,64,29097,7401,50.6,13.8,32500,23122,32.8,13.5,19464,19791,17.8,10.6,66250,10028,49.4,13.8,28917,5776,29.0,11.5,24107,12610,20.3,10.3,29750,4799,27.6,(X),(X),(X),27.2,(X),(X),(X),28.6,(X),(X),(X)
8600000US04495,04495,ZCTA5 04495,225,32,35625,3857,99.1,1.5,35573,4329,0.9,1.5,-,**,0.0,9.5,-,**,0.0,9.5,-,**,0.0,9.5,-,**,0.0,9.5,-,**,0.0,9.5,-,**,0.0,9.5,-,**,99.1,1.5,35573,4329,0.0,9.5,-,**,18.7,6.8,38750,11092,53.8,7.9,36771,3555,27.6,7.7,29167,5611,146,25,41591,9488,34.9,11.2,41250,16442,65.1,11.2,41875,11008,81.5,9.2,47917,14412,15.8,9.1,25313,26691,2.7,2.7,-,**,79,23,24766,3182,27.8,12.4,26250,23343,19.0,10.0,19063,8981,8.9,7.8,36875,23289,72.2,12.4,24766,3599,55.7,16.3,23929,1233,16.5,13.0,36607,3121,28.9,(X),(X),(X),31.5,(X),(X),(X),24.1,(X),(X),(X)
8600000US04496,04496,ZCTA5 04496,1604,102,56803,11027,99.4,0.9,56988,11756,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.6,0.9,-,**,0.0,1.4,-,**,99.4,0.9,56988,11756,3.6,3.4,26553,11220,33.7,5.4,57137,14314,52.7,5.6,73229,22352,10.0,3.4,37500,23682,1179,90,68604,9732,46.2,7.7,57328,16377,53.8,7.7,75000,11220,76.8,8.6,78514,16220,15.9,6.7,28750,14381,7.2,6.5,44712,54295,425,122,44844,12721,62.1,11.9,43125,17763,41.9,15.9,38571,18084,20.2,15.9,50227,42757,37.9,11.9,70139,97824,30.1,11.5,43750,74324,7.8,7.8,146750,40022,17.1,(X),(X),(X),15.6,(X),(X),(X),12.9,(X),(X),(X)
8600000US04497,04497,ZCTA5 04497,181,33,30795,7204,94.5,4.9,30795,7611,0.0,11.7,-,**,0.6,1.1,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,5.0,4.9,-,**,0.0,11.7,-,**,94.5,4.9,30795,7611,2.2,3.5,-,**,22.1,8.0,26875,15869,42.5,9.9,40875,4884,33.1,7.7,21500,4281,125,27,32361,18367,33.6,12.6,23750,27124,66.4,12.6,39375,17225,78.4,10.0,41667,16949,15.2,8.7,19583,18129,6.4,7.3,27000,2699,56,19,17250,7099,51.8,19.8,12396,9219,46.4,18.9,12083,5830,5.4,6.0,-,**,48.2,19.8,22813,12102,48.2,19.8,22813,12102,0.0,31.8,-,**,37.0,(X),(X),(X),40.8,(X),(X),(X),28.6,(X),(X),(X)
8600000US04530,04530,ZCTA5 04530,4913,265,45156,4526,97.4,1.1,45490,4445,0.4,0.6,-,**,0.1,0.1,-,**,0.2,0.3,-,**,0.0,0.5,-,**,0.4,0.6,-,**,1.5,0.8,57833,27651,1.4,1.0,"2,500-",***,96.2,1.4,46010,4462,3.5,1.8,35268,17703,30.0,3.2,40082,11365,39.5,3.3,56067,4515,26.9,3.0,38185,10427,2862,189,57542,5400,42.0,4.3,41030,9377,58.0,4.3,69157,5306,77.6,5.2,67500,5524,16.5,5.2,16052,2117,6.0,2.6,48221,14349,2051,247,26555,3212,60.6,7.1,24748,2276,50.6,7.5,23257,2200,10.0,4.3,41316,14337,39.4,7.1,37167,11087,29.3,5.8,31250,20540,10.1,5.5,39844,41187,21.2,(X),(X),(X),18.6,(X),(X),(X),24.6,(X),(X),(X)
8600000US04535,04535,ZCTA5 04535,265,34,61518,7546,100.0,8.1,61518,7546,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,100.0,8.1,61518,7546,1.9,2.2,-,**,17.7,6.2,62917,32778,57.7,8.9,64375,13702,22.6,7.0,43750,16329,180,32,62143,11636,32.8,9.1,59375,11053,67.2,9.1,67813,11390,87.2,7.8,69688,14807,8.3,5.5,43750,17116,4.4,6.5,-,**,85,30,51563,27582,63.5,16.9,46250,27736,54.1,17.4,34722,30991,9.4,8.9,64167,35186,36.5,16.9,76875,39149,11.8,7.5,27500,15244,24.7,14.9,80938,11135,20.0,(X),(X),(X),22.8,(X),(X),(X),14.1,(X),(X),(X)
8600000US04537,04537,ZCTA5 04537,946,115,53387,9553,100.0,2.3,53387,9553,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,4.7,4.4,-,**,95.3,4.4,52045,11638,0.0,2.3,-,**,33.1,6.7,44313,25395,39.1,8.6,56563,12135,27.8,7.1,49250,12198,578,94,62000,14923,39.4,10.3,49375,35800,60.6,10.3,66167,7473,74.0,13.9,71630,18555,21.5,12.4,25167,50075,4.5,4.2,43269,34941,368,130,33913,23536,42.9,18.1,27097,43918,30.2,16.1,25202,4981,12.8,12.1,190605,174880,57.1,18.1,34457,33728,47.8,18.8,32609,32986,9.2,11.4,-,**,29.2,(X),(X),(X),22.3,(X),(X),(X),39.9,(X),(X),(X)
