GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US04260,04260,ZCTA5 04260,2092,136,63000,11079,98.2,2.0,63559,9326,0.0,1.1,-,**,0.8,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,1.1,1.6,-,**,0.7,0.9,-,**,97.5,2.2,63765,9892,0.6,1.0,-,**,31.0,6.0,61429,25925,55.4,7.0,70700,7652,13.0,3.2,39519,15583,1548,106,72692,10624,41.5,7.7,73814,20820,58.5,7.7,69688,17887,84.8,6.8,84961,15584,9.5,5.5,38346,21142,5.7,5.0,22632,28617,544,163,34907,10652,45.8,18.2,38347,10232,35.8,17.2,27465,22323,9.9,12.2,-,**,54.2,18.2,33681,16482,48.9,17.7,33009,19346,5.3,6.4,-,**,20.9,(X),(X),(X),23.0,(X),(X),(X),12.1,(X),(X),(X)
8600000US04261,04261,ZCTA5 04261,172,24,43333,8488,100.0,12.2,43333,8488,0.0,12.2,-,**,0.0,12.2,-,**,0.0,12.2,-,**,0.0,12.2,-,**,0.0,12.2,-,**,0.0,12.2,-,**,0.0,12.2,-,**,100.0,12.2,43333,8488,1.2,1.8,-,**,19.8,5.9,48056,13412,53.5,7.8,47500,14704,25.6,7.4,37000,6513,87,16,58393,5318,33.3,11.6,51250,23535,66.7,11.6,58929,2973,83.9,14.0,59464,3854,8.0,14.6,51875,34813,8.0,5.9,35625,19160,85,22,28036,4462,42.4,10.5,28750,7700,30.6,11.6,25000,11826,11.8,7.1,31250,5478,57.6,10.5,27361,7658,38.8,12.1,25139,3945,18.8,9.0,48929,41596,19.2,(X),(X),(X),19.5,(X),(X),(X),18.8,(X),(X),(X)
8600000US04263,04263,ZCTA5 04263,821,81,53988,7551,97.1,1.6,54464,7761,0.0,2.7,-,**,0.0,2.7,-,**,0.4,0.6,-,**,0.0,2.7,-,**,0.0,2.7,-,**,2.6,1.5,44250,58002,0.0,2.7,-,**,97.1,1.6,54464,7761,3.5,3.7,-,**,29.0,4.5,62647,2636,47.5,5.6,60530,8264,20.0,4.3,27500,7011,523,68,61960,2505,35.9,6.4,52500,11455,64.1,6.4,64931,7128,87.4,4.9,62904,3407,7.5,3.7,22321,14126,5.2,3.2,65114,27921,298,62,31071,7610,62.8,13.0,27337,6904,50.0,10.6,25568,15172,12.8,9.9,46250,36904,37.2,13.0,60179,43206,26.2,12.6,29167,46609,11.1,7.2,87768,29537,22.0,(X),(X),(X),23.3,(X),(X),(X),16.4,(X),(X),(X)
8600000US04265,04265,ZCTA5 04265,385,83,58029,12799,100.0,5.7,58029,12799,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,100.0,5.7,58029,12799,0.8,1.5,-,**,40.5,15.4,47250,39517,43.9,14.9,88068,65221,14.8,9.0,57656,18213,261,83,51406,25736,50.6,18.9,34479,11456,49.4,18.9,61932,82951,71.6,20.7,62386,43626,28.4,20.7,34271,5143,0.0,8.3,-,**,124,55,53000,31844,31.5,20.8,61250,92257,12.1,11.7,-,**,19.4,17.1,61667,98585,68.5,20.8,52625,54885,41.9,24.4,25761,15834,26.6,26.9,-,**,19.7,(X),(X),(X),24.9,(X),(X),(X),8.9,(X),(X),(X)
8600000US04267,04267,ZCTA5 04267,22,17,23611,16985,100.0,52.6,23611,16985,0.0,52.6,-,**,0.0,52.6,-,**,0.0,52.6,-,**,0.0,52.6,-,**,0.0,52.6,-,**,0.0,52.6,-,**,0.0,52.6,-,**,100.0,52.6,23611,16985,13.6,27.3,-,**,31.8,43.5,-,**,0.0,52.6,-,**,54.5,45.9,-,**,16,16,-,**,43.8,56.2,-,**,56.3,56.3,-,**,56.3,56.3,-,**,0.0,61.7,-,**,43.8,56.2,-,**,6,5,-,**,50.0,50.0,-,**,50.0,50.0,-,**,0.0,100.0,-,**,50.0,50.0,-,**,0.0,100.0,-,**,50.0,50.0,-,**,40.9,(X),(X),(X),56.3,(X),(X),(X),0.0,(X),(X),(X)
8600000US04268,04268,ZCTA5 04268,1941,171,38877,5088,98.5,1.9,39351,4845,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.9,1.6,-,**,0.0,1.2,-,**,0.7,1.0,-,**,0.0,1.2,-,**,98.5,1.9,39351,4845,0.5,0.8,-,**,28.6,5.5,37857,11934,39.6,5.2,44323,14238,31.3,4.5,32104,8666,1277,119,44086,7815,29.9,7.1,37923,11430,70.1,7.1,51250,7173,77.3,8.9,48750,9380,15.9,8.3,31181,55941,6.8,5.2,38352,4013,664,166,24911,8569,56.3,11.5,20000,12313,45.3,12.6,15219,4495,11.0,8.2,49966,19525,43.7,11.5,27557,7735,36.4,12.0,25288,12121,7.2,5.8,88056,65973,25.4,(X),(X),(X),29.5,(X),(X),(X),14.2,(X),(X),(X)
8600000US04270,04270,ZCTA5 04270,2397,182,43217,8826,99.5,0.5,43310,8973,0.0,0.9,-,**,0.3,0.4,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.1,0.2,-,**,0.0,0.9,-,**,99.5,0.5,43310,8973,0.3,0.5,-,**,29.0,3.8,48519,13006,46.3,6.1,54000,9258,24.4,5.0,29286,5387,1680,139,54047,4223,32.5,6.1,52773,10895,67.5,6.1,55250,9636,80.3,7.2,57917,9454,12.6,6.2,37880,20152,7.1,4.5,26000,2911,717,177,24895,2575,49.7,10.8,23243,15631,40.2,11.0,13269,10538,9.5,6.9,43750,42605,50.3,10.8,26758,3713,38.5,10.5,27544,6480,11.9,9.5,25313,25014,26.2,(X),(X),(X),26.0,(X),(X),(X),26.5,(X),(X),(X)
8600000US04271,04271,ZCTA5 04271,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US04274,04274,ZCTA5 04274,2212,164,60729,8174,96.5,2.2,60179,9183,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,3.5,2.2,62212,37816,0.6,1.0,-,**,96.5,2.2,60179,9183,0.9,1.4,-,**,32.6,5.8,70255,11314,47.4,5.7,59815,11403,19.1,4.3,45417,20411,1491,134,70313,10080,48.2,8.0,68047,25782,51.8,8.0,71700,8560,73.8,9.5,78511,4055,15.8,8.9,19222,17919,10.4,6.3,48750,12613,721,221,30281,9804,45.9,13.3,30156,11432,43.0,13.6,30250,11595,2.9,3.7,-,**,54.1,13.3,37917,32298,39.4,12.9,25500,12163,14.7,7.2,71875,31934,18.0,(X),(X),(X),16.0,(X),(X),(X),10.1,(X),(X),(X)
8600000US04275,04275,ZCTA5 04275,181,32,49327,6665,97.2,4.6,49808,7694,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,2.8,4.6,-,**,0.0,11.7,-,**,97.2,4.6,49808,7694,0.0,11.7,-,**,13.3,8.4,49167,21069,61.9,10.5,58500,19186,24.9,7.9,33750,14526,125,27,59861,8155,18.4,10.1,60313,26117,81.6,10.1,59722,12918,86.4,9.6,61250,16602,5.6,6.6,40625,37930,8.0,6.7,51875,8436,56,22,13750,4272,41.1,17.3,11750,3315,35.7,16.3,11000,2758,5.4,7.1,-,**,58.9,17.3,16042,6229,50.0,19.2,15833,5238,8.9,12.0,36250,52502,15.5,(X),(X),(X),15.2,(X),(X),(X),16.1,(X),(X),(X)
8600000US04276,04276,ZCTA5 04276,2428,172,32824,3698,99.7,0.5,32758,3844,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.3,0.5,-,**,0.7,1.1,-,**,99.0,1.0,32929,3502,3.0,1.6,48056,53678,24.6,4.2,32788,9068,41.9,5.2,36607,7767,30.4,3.8,26441,3607,1357,101,44006,7587,30.9,5.6,43661,19913,69.1,5.6,44167,7653,70.2,6.8,54844,11181,19.1,5.8,12475,18694,10.7,5.3,16875,26229,1071,177,19193,4753,54.3,9.2,17568,5564,50.9,9.3,16625,5378,3.5,2.7,65625,16167,45.7,9.2,25417,16632,37.3,8.6,21382,15935,8.4,4.2,47778,50816,25.9,(X),(X),(X),27.1,(X),(X),(X),24.3,(X),(X),(X)
8600000US04280,04280,ZCTA5 04280,2787,165,52385,4338,96.4,1.9,52822,4795,0.0,0.8,-,**,0.1,0.2,-,**,0.4,0.5,-,**,0.0,0.8,-,**,0.0,0.8,-,**,3.1,1.8,37450,2135,0.3,0.3,15938,33507,96.2,2.0,52848,4812,0.8,1.0,-,**,32.7,4.8,65876,8147,41.0,4.2,55714,8183,25.4,4.0,29096,5261,1839,143,57662,5741,44.0,6.3,58171,8681,56.0,6.3,57063,9485,79.3,6.2,66114,7460,13.6,5.6,23446,6855,7.1,3.5,39643,18110,948,212,34492,6506,55.2,13.0,29592,7255,46.7,12.5,28194,8659,8.4,7.2,76330,5902,44.8,13.0,39438,15726,27.4,11.2,35116,11238,17.4,10.5,62663,16441,22.4,(X),(X),(X),19.4,(X),(X),(X),26.7,(X),(X),(X)
8600000US04281,04281,ZCTA5 04281,2125,179,30959,5839,98.5,1.7,31086,6902,0.0,1.1,-,**,0.0,1.1,-,**,1.5,1.7,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,98.5,1.7,31086,6902,1.4,1.6,-,**,27.3,6.4,32129,8206,48.0,7.4,27267,18178,23.3,6.5,30821,11366,1139,154,45910,8161,41.2,9.6,27604,13846,58.8,9.6,48913,8352,66.8,12.6,48872,6754,16.2,9.6,26500,31820,17.0,9.1,21269,17628,986,226,16456,5725,60.5,14.5,14008,3796,50.1,13.1,12989,2243,10.4,8.3,55288,69927,39.5,14.5,21763,18028,29.9,14.1,17043,20334,9.5,8.3,50556,56696,22.0,(X),(X),(X),26.0,(X),(X),(X),17.3,(X),(X),(X)
8600000US04282,04282,ZCTA5 04282,2235,131,57788,7866,96.8,2.2,56710,7598,0.8,1.2,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,1.0,1.3,-,**,1.5,1.2,88958,45750,1.0,1.3,-,**,96.8,2.2,56710,7598,0.9,1.2,-,**,30.2,5.3,66774,18980,45.5,5.8,66394,13148,23.3,5.5,19028,13569,1534,108,65976,12393,38.7,6.0,65040,18504,61.3,6.0,69028,17336,85.1,6.5,77981,12685,9.1,5.5,49632,36631,5.9,3.9,34265,25852,701,169,30625,9855,49.6,12.7,13934,4633,41.1,13.5,12705,1851,8.6,5.9,83667,56391,50.4,12.7,47431,24473,29.8,11.3,28309,8067,20.5,9.0,75313,14818,19.9,(X),(X),(X),20.1,(X),(X),(X),17.1,(X),(X),(X)
8600000US04284,04284,ZCTA5 04284,468,48,58438,4498,100.0,4.7,58438,4498,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,100.0,4.7,58438,4498,0.0,4.7,-,**,17.5,6.3,57115,6806,44.7,8.0,69688,22760,37.8,6.5,50694,5164,295,40,67708,18200,27.5,7.9,58229,3308,72.5,7.9,76750,24200,91.2,5.8,75375,18020,4.7,4.5,16944,16924,4.1,2.8,34167,42441,173,43,48295,20230,44.5,13.3,48906,54900,30.1,12.4,28333,24244,14.5,11.3,92361,2309,55.5,13.3,44167,21845,41.6,12.3,30833,14068,13.9,8.9,97500,59729,34.2,(X),(X),(X),28.5,(X),(X),(X),38.7,(X),(X),(X)
8600000US04285,04285,ZCTA5 04285,197,33,47679,9137,98.0,2.4,48393,9244,0.0,10.8,-,**,1.5,2.2,-,**,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,0.5,1.1,-,**,0.0,10.8,-,**,98.0,2.4,48393,9244,0.0,10.8,-,**,15.7,7.0,49375,35237,48.2,11.3,48250,11399,36.0,10.3,42292,10826,160,28,46667,11782,18.1,7.0,49688,29913,81.9,7.0,42266,5594,87.5,6.5,49643,8320,10.0,6.2,35500,2374,2.5,2.8,-,**,37,16,40938,13369,78.4,17.9,46250,35319,54.1,22.4,40625,5885,24.3,17.4,73750,9761,21.6,17.9,5833,16079,21.6,17.9,5833,16079,0.0,40.6,-,**,13.2,(X),(X),(X),12.5,(X),(X),(X),8.1,(X),(X),(X)
8600000US04286,04286,ZCTA5 04286,70,61,83125,116135,100.0,26.9,83125,116135,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,100.0,26.9,83125,116135,0.0,26.9,-,**,0.0,26.9,-,**,77.1,39.0,-,**,22.9,39.0,-,**,70,61,83125,116135,0.0,26.9,-,**,100.0,26.9,83125,116135,100.0,26.9,83125,116135,0.0,26.9,-,**,0.0,26.9,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US04287,04287,ZCTA5 04287,1252,99,53362,11750,98.6,1.2,53578,11919,0.5,0.8,-,**,0.4,0.5,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.5,0.8,-,**,0.0,1.8,-,**,98.6,1.2,53578,11919,8.4,5.7,37813,35518,30.2,6.9,61875,17379,43.0,6.3,63472,19454,18.5,4.8,39750,15134,879,78,61250,17210,37.2,7.9,91625,30900,62.8,7.9,51944,11522,86.1,5.8,67159,14167,8.9,5.0,27813,25990,5.0,3.3,38214,10110,373,108,31094,13567,49.6,14.3,35481,20373,31.1,14.4,12454,24904,18.5,14.4,38750,799,50.4,14.3,28409,26011,31.4,14.3,19159,3079,19.0,12.6,94750,38855,26.9,(X),(X),(X),18.7,(X),(X),(X),35.1,(X),(X),(X)
8600000US04289,04289,ZCTA5 04289,633,56,46705,9473,98.6,1.7,45682,9643,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,1.4,1.7,-,**,0.9,1.5,-,**,98.6,1.7,45682,9643,3.8,2.7,35500,14181,26.1,6.5,51042,12356,44.5,6.7,56042,10603,25.6,6.3,40333,7546,408,55,51875,7836,37.3,8.3,46250,27001,62.7,8.3,54375,11170,75.0,6.9,59375,7306,17.2,6.7,17250,7721,7.8,4.1,44167,21965,225,44,35924,6545,48.0,13.3,35417,31014,37.3,13.2,26875,34327,10.7,8.2,58750,64525,52.0,13.3,36103,5639,36.9,12.7,30536,12402,15.1,9.1,93056,14994,21.2,(X),(X),(X),22.8,(X),(X),(X),16.4,(X),(X),(X)
8600000US04290,04290,ZCTA5 04290,555,64,45865,5703,100.0,4.0,45865,5703,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,100.0,4.0,45865,5703,2.7,2.8,-,**,15.9,4.4,52955,20935,48.5,6.7,56964,11894,33.0,5.7,30179,8774,358,52,55357,8083,26.3,5.5,57500,19393,73.7,5.5,55357,7202,88.0,4.4,58281,10119,6.7,3.6,26667,20324,5.3,2.8,55417,48095,197,43,25288,4901,50.8,12.5,20469,5321,46.7,12.8,19167,5022,4.1,6.4,-,**,49.2,12.5,34196,3697,42.6,11.7,33571,5261,6.6,6.1,52679,16468,27.0,(X),(X),(X),26.0,(X),(X),(X),27.4,(X),(X),(X)
8600000US04292,04292,ZCTA5 04292,402,51,39688,4895,99.3,1.2,39453,4963,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.7,1.2,-,**,0.0,5.4,-,**,99.3,1.2,39453,4963,0.5,0.7,-,**,31.1,5.6,42321,11106,48.0,5.8,43750,6670,20.4,5.2,31250,6768,278,47,42500,4568,39.2,8.9,34875,10677,60.8,8.9,44531,6287,80.2,8.6,50139,9876,11.9,6.9,18125,12985,7.9,5.5,12500,2065,124,31,30526,4801,36.3,12.3,35625,19373,22.6,11.6,28750,46526,13.7,11.0,36042,17327,63.7,12.3,30329,5811,47.6,14.6,30268,11499,16.1,9.9,30500,21586,32.8,(X),(X),(X),29.9,(X),(X),(X),37.1,(X),(X),(X)
8600000US04294,04294,ZCTA5 04294,1584,141,37897,5348,96.7,1.5,38730,6666,0.4,0.6,-,**,0.3,0.5,-,**,2.6,1.2,20859,6838,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.6,0.9,-,**,96.1,1.8,38552,6240,2.7,3.2,-,**,28.6,6.7,44018,18798,43.8,6.4,49583,13455,24.9,5.2,24972,5671,1042,115,43250,10476,38.4,8.3,49394,11692,61.6,8.3,39563,9198,76.9,8.6,49821,13994,22.5,8.4,30909,14757,0.7,1.2,-,**,542,170,30263,9079,52.2,15.1,26250,8764,46.7,15.6,24199,8339,5.5,4.7,57045,57415,47.8,15.1,31536,20712,28.2,13.5,30179,26908,19.6,11.7,66667,45138,23.4,(X),(X),(X),28.3,(X),(X),(X),12.2,(X),(X),(X)
8600000US04330,04330,ZCTA5 04330,11192,353,41893,3305,96.7,1.1,42254,3689,0.3,0.4,62750,15757,0.9,0.5,57727,47883,1.2,0.7,34694,5469,0.0,0.2,-,**,0.2,0.3,-,**,0.8,0.3,25536,11059,1.2,0.7,41023,35313,95.7,1.2,42507,3998,3.3,1.2,38615,18676,30.8,2.3,46000,5121,42.5,2.3,49877,6692,23.4,1.8,35014,5505,6385,296,55433,3967,41.5,3.0,41354,9663,58.5,3.0,62531,5953,71.2,3.9,65948,2884,19.2,3.5,27396,3217,9.6,2.7,34421,5453,4807,471,29413,3043,52.0,4.6,26700,2255,44.3,4.5,24435,2393,7.7,2.1,48667,23829,48.0,4.6,31355,3496,34.7,4.3,24578,6120,13.3,3.1,52104,9643,22.4,(X),(X),(X),21.0,(X),(X),(X),22.7,(X),(X),(X)
8600000US04342,04342,ZCTA5 04342,754,77,53594,9335,98.8,1.3,53672,9152,0.0,2.9,-,**,0.1,0.4,-,**,0.5,0.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.5,0.9,-,**,0.5,0.9,-,**,98.8,1.3,53672,9152,2.0,2.4,24205,29023,22.1,5.2,65417,13681,48.7,6.3,60375,6973,27.2,6.3,30987,9321,503,70,61696,5777,40.2,7.0,58750,15564,59.8,7.0,64375,7869,76.1,7.7,68813,6026,13.3,6.4,22417,13086,10.5,5.2,58646,18967,251,59,25893,6466,41.4,10.9,25000,18820,33.1,9.8,22679,8690,8.4,5.9,84063,30526,58.6,10.9,26563,6735,50.6,11.9,24219,4267,8.0,5.5,128750,110635,22.5,(X),(X),(X),25.0,(X),(X),(X),16.7,(X),(X),(X)
8600000US04343,04343,ZCTA5 04343,47,39,119083,217634,100.0,35.7,119083,217059,0.0,35.7,-,**,0.0,35.7,-,**,0.0,35.7,-,**,0.0,35.7,-,**,0.0,35.7,-,**,0.0,35.7,-,**,0.0,35.7,-,**,100.0,35.7,119083,216993,0.0,35.7,-,**,31.9,49.4,-,**,68.1,49.4,-,**,0.0,35.7,-,**,32,37,-,**,56.3,56.3,-,**,43.8,56.2,-,**,100.0,43.6,-,**,0.0,43.6,-,**,0.0,43.6,-,**,15,22,-,**,0.0,63.7,-,**,0.0,63.7,-,**,0.0,63.7,-,**,100.0,63.7,-,**,100.0,63.7,-,**,0.0,63.7,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US04344,04344,ZCTA5 04344,1380,161,36979,8742,100.0,1.6,36979,8742,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,100.0,1.6,36979,8742,5.4,6.7,-,**,25.5,9.2,39766,32681,30.1,8.4,36797,11932,39.1,8.4,34196,16145,749,104,41198,15525,53.0,12.0,22153,16994,47.0,12.0,57391,6491,61.8,14.3,57077,5827,31.0,14.4,14430,5905,7.2,10.6,-,**,631,214,25503,5946,78.1,12.1,25122,8475,75.4,12.7,24412,9422,2.7,4.1,-,**,21.9,12.1,47188,47255,17.4,10.8,32500,43845,4.4,4.9,-,**,12.4,(X),(X),(X),10.3,(X),(X),(X),14.9,(X),(X),(X)
8600000US04345,04345,ZCTA5 04345,4952,225,50187,4085,98.3,1.1,50494,4423,0.0,0.5,-,**,0.4,0.6,-,**,0.6,0.6,-,**,0.0,0.5,-,**,0.0,0.5,-,**,0.8,0.6,16500,56241,0.3,0.5,-,**,98.0,1.2,50662,4404,2.6,1.9,11629,2637,28.0,4.1,56985,8326,49.9,4.7,58980,9704,19.5,2.5,29239,6354,3117,189,66446,5418,38.1,4.1,61023,15891,61.9,4.1,67284,5920,83.1,3.3,72516,6261,11.5,2.9,31023,19773,5.4,3.0,32011,17509,1835,254,29239,4620,55.4,7.1,27965,6862,41.9,7.4,21932,7220,13.5,5.4,49063,15160,44.6,7.1,30644,6674,30.8,7.4,27727,4614,13.8,5.6,49018,26859,21.1,(X),(X),(X),21.4,(X),(X),(X),19.9,(X),(X),(X)
8600000US04346,04346,ZCTA5 04346,827,77,45513,3487,99.6,0.6,45580,3476,0.0,2.7,-,**,0.4,0.6,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.7,1.2,-,**,98.9,1.3,45446,3586,7.6,5.4,19583,22937,29.9,8.1,45114,8151,31.3,6.0,72734,29184,31.2,6.4,41000,10968,505,73,51652,4095,34.7,9.8,46750,19140,65.3,9.8,52841,8220,71.3,10.7,61250,16837,21.6,9.4,33281,36768,7.1,5.8,41000,18334,322,60,31154,6994,49.4,12.8,20139,10927,45.3,12.8,17422,8452,4.0,3.4,30938,27462,50.6,12.8,35893,7341,39.1,12.9,36310,5510,11.5,9.1,19417,85150,21.5,(X),(X),(X),26.5,(X),(X),(X),10.2,(X),(X),(X)
8600000US04347,04347,ZCTA5 04347,1184,111,50577,8499,99.0,1.5,51731,8631,0.0,1.9,-,**,0.0,1.9,-,**,1.0,1.5,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,99.0,1.5,51731,8631,0.8,1.3,-,**,23.1,5.4,47250,13201,43.1,5.7,51250,15437,33.0,5.4,53295,10715,591,82,63319,13998,29.3,6.5,59107,38719,70.7,6.5,63534,13357,63.3,11.4,81739,14526,22.7,9.2,47000,30412,14.0,8.3,70250,110079,593,116,31332,4014,66.9,8.8,28237,3228,59.9,9.2,26587,5039,7.1,5.3,47955,44270,33.1,8.8,44107,13337,27.2,9.1,42545,25635,5.9,4.4,102625,71420,21.9,(X),(X),(X),22.2,(X),(X),(X),21.6,(X),(X),(X)
8600000US04348,04348,ZCTA5 04348,1201,115,50348,4979,100.0,1.9,50348,4979,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.4,0.5,-,**,99.6,0.5,50328,5019,2.2,1.7,39000,38552,22.1,5.4,51469,7687,49.6,6.0,64375,24527,26.1,4.3,38654,7983,872,95,55588,11321,28.4,6.0,50379,13134,71.6,6.0,59474,13013,84.5,5.3,63641,13064,10.1,4.5,38333,14217,5.4,3.6,14688,23046,329,74,40368,8385,45.3,11.4,38250,13423,31.9,10.9,27708,8124,13.4,8.8,72500,20475,54.7,11.4,41364,14015,36.2,11.7,40795,25131,18.5,9.1,44583,26545,20.3,(X),(X),(X),19.8,(X),(X),(X),20.7,(X),(X),(X)
8600000US04349,04349,ZCTA5 04349,454,47,56600,3959,96.5,5.4,55800,2473,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,3.5,5.4,-,**,0.0,4.8,-,**,96.5,5.4,55800,2473,1.8,2.0,-,**,19.2,3.8,55208,6289,56.6,6.1,59583,12638,22.5,4.9,56667,7182,373,45,61607,8915,29.0,6.9,63333,14441,71.0,6.9,60313,10250,87.7,5.9,66131,4486,7.0,4.5,40000,40816,5.4,4.2,14000,1788,81,26,41250,12405,55.6,13.5,41806,5583,49.4,16.4,41944,5070,6.2,7.9,-,**,44.4,13.5,30833,34317,23.5,10.8,25417,31706,21.0,12.1,60417,59911,25.6,(X),(X),(X),24.1,(X),(X),(X),27.2,(X),(X),(X)
